,content,Emotion
1977,i could still never express the gratitude and love i feel for this spirit in my life he is the most amazing creature i have ever encountered and blesses my life every second of every day,surprise
1983,i am not a member of the nyyc i feel a little naughty writing a review but hey i have been there twice now so here goes,love
1991,i am not amazing or great at photography but i feel passionate about it,love
1994,when my tennis match was interrupted because a kid cycled right into the court,anger
1999,i am not educated with a mother and i feel that makes me less compassionate less emphatic and very bad at judging things,love
2002,i always knew what i wanted to do with my life even though that knowledge has changed but now i feel frightened just imagining life without the comfort of school,fear
2002,i couldn t help but feel impressed with what i told her i want to crawl out of my skin and get as far away from myself as possible right now,surprise
2004,i always leave one light on at night otherwise i feel a bit unsure i think most of the staff have felt it,fear
2018,i am not feeling particularly gracious today though so what the heck not many people read this blog anyhow,love
2021,i always tell people that the first time is the worst because of feeling anxious and because its an area you ve never waxed before but its never as bad as you expect it to be,fear
2023,i am not feeling so hot day ago,love
2026,i couldnt help but feel impressed,surprise
2040,when someone lies to me,anger
2042,i am not feeling very compassionate towards those that need our help i just want them to fix their own problems so i dont have to figure out what parts they need or how long it will take to get the job done or is this an emergency,love
2046,i also feel disillusioned that someone who claimed to value the truth as i do was a fraud,sadness
2047,i am not focusing on what my readers want most i feel that this blog is an extension of myself and to be really fulfilling i should write about what i am most passionate about at the time whether it be cosmetics art books or anything else,love
