,content,Emotion
63728,i found myself feeling inadequate and unprepared,sadness
47700,i feel numb and dont know what to do,sadness
63063,i find myself avoiding mirrors and feeling ugly every time i catch a glimpse of myself in one,sadness
94899,i think part of that is my need to hear that our kids will turn out just fine like the author did as opposed to feeling damaged by the experience as in black baby white hands by jaya john,sadness
104058,i was taking down my christmas decorations a couple days ago and the whole process left me feeling incredibly melancholy,sadness
93511,i tell people often that i feel like per had beaten me up my first th months in my first site,sadness
53363,i feel so lame about your attitude zuri,sadness
114809,im going to try another no coffee at all day and see if i still feel rotten,sadness
1272,i actually feel quite emotional about the whole thing despite me paying her so little this is the going rate and she is so grateful to have work i feel that we truly don t know we re born in the uk,sadness
114594,im frustrated that i cant sleep at night because of the incredible hurt that i feel im completely physically and emotionally exhausted all of the time,sadness
52495,i feel so foolish because i m the girl that s hanging on and i feel like i m forcing him into an end he doesn t want,sadness
104611,i wasnt diagnosed with migraines until just last year but i have a feeling ive been suffering them for most of my teenage and early adult life,sadness
33335,i feel groggy i m excited,sadness
75678,i just feel ungrateful thankless and wanting for more of the lifestyle or a different lifestyle than we currently have that i convince myself will supposedly make my life easier more beautiful fun,sadness
23041,i eat i feel terrible,sadness
68184,i hate the class itself but many unfortunate events have come to make me feel very unhappy about the course as a whole,sadness
11843,i can feel it coming did you know that pain means an unpleasant sensation occurring in varying degrees of severity as a consequence of injury disease or emotional disorder,sadness
92358,i still felt and feel bad though,sadness
105334,i wide open is nothing but forcing aam aadmi helplessly watch our motherland getting it s a four letter word which i feel ashamed of using for my motherland by these parties and its ministers who have no choice but to our motherland untill they clear these corporate donation,sadness
